,coverage,nb_alive,nb_sleeping,overlapping
0,0.967414975166,67,8,0.38543638587
1,0.920156121254,67,16,0.109140247107
2,0.924007594585,67,17,0.0825652554631
3,0.941821157932,67,12,0.156024262309
4,0.944114565849,67,12,0.232727050781
5,0.951689720154,67,8,0.37672573328
6,0.932051718235,67,14,0.109140247107
7,0.924252688885,67,12,0.21248921752
8,0.930109262466,67,15,0.109140247107
9,0.95094871521,67,12,0.267585486174
10,0.98141503334,67,10,0.179015338421
11,0.971900165081,67,9,0.381852418184
12,0.981366574764,67,8,0.290180951357
13,0.930193960667,67,13,0.202837094665
14,0.951094865799,67,12,0.288155585527
15,0.92567640543,67,14,0.0734590217471
16,0.94144487381,67,14,0.0825652554631
17,0.959552705288,67,12,0.202837094665
18,0.935204923153,67,14,0.120271846652
19,0.946422755718,67,13,0.265164524317
20,0.933927834034,67,13,0.093696847558
21,0.961821496487,67,11,0.205590322614
22,0.921914041042,67,14,0.182599261403
23,0.930243074894,67,16,0.167155861855
24,0.927444696426,67,12,0.362840920687
25,0.956932067871,67,11,0.0964500755072
26,0.929052114487,67,15,0.229412093759
27,0.928306698799,67,14,0.229412093759
28,0.925680935383,67,13,0.191705495119
29,0.922089219093,67,13,0.156024262309
30,0.941435873508,67,11,0.280275642872
31,0.933084726334,67,11,0.411742419004
32,0.952591061592,67,13,0.109140247107
33,0.911068558693,67,15,0.171135395765
34,0.931688189507,67,13,0.0734590217471
35,0.952332437038,67,11,0.314398318529
36,0.951528191566,67,11,0.383078724146
37,0.934554994106,67,13,0.156024262309
38,0.946949779987,67,12,0.276296138763
39,0.950673401356,67,11,0.385831981897
40,0.972018420696,67,9,0.372746199369
41,0.940348267555,67,12,0.276296138763
42,0.940845429897,67,13,0.156024262309
43,0.928913772106,67,14,0.276691704988
44,0.970436275005,67,14,0.109140247107
45,0.903429985046,67,14,0.169909104705
46,0.956790447235,67,10,0.408427417278
47,0.956299781799,67,12,0.299287170172
48,0.917382955551,67,14,0.253700643778
49,0.928487122059,67,13,0.300513476133
50,0.964156806469,67,7,0.558589279652
51,0.9173848629,67,15,0.109140247107
52,0.933439016342,67,14,0.249721139669
53,0.949025213718,67,12,0.191705495119
54,0.935354232788,67,13,0.21396869421
55,0.92804223299,67,13,0.194126442075
56,0.9160348773,67,15,0.109140247107
57,0.934968233109,67,12,0.190146923065
58,0.926422476768,67,13,0.27904933691
59,0.967359244823,67,11,0.319271802902
60,0.961785316467,67,9,0.302871137857
61,0.941144227982,67,14,0.109140247107
62,0.949053049088,67,13,0.202837094665
63,0.934427678585,67,15,0.0
64,0.919298708439,67,12,0.0734590217471
65,0.949906587601,67,13,0.179015338421
66,0.965545594692,67,12,0.285402327776
67,0.959374964237,67,8,0.456537723541
68,0.939666092396,67,13,0.179015338421
69,0.916262984276,67,14,0.0825652554631
70,0.95667797327,67,11,0.27904933691
71,0.950336456299,67,12,0.38543638587
72,0.956902384758,67,13,0.156024262309
73,0.969630718231,67,11,0.182599261403
74,0.923997819424,67,14,0.229412093759
75,0.921493768692,67,14,0.217948228121
76,0.946971714497,67,14,0.120271846652
77,0.931531071663,67,15,0.156024262309
78,0.89845263958,67,14,0.299287170172
79,0.928865253925,67,14,0.0734590217471
80,0.951958715916,67,13,0.0825652554631
81,0.954785585403,67,11,0.193730860949
82,0.924964547157,67,12,0.0734590217471
83,0.945862233639,67,12,0.0976763740182
84,0.944034457207,67,11,0.265164524317
85,0.929534494877,67,12,0.0976763740182
86,0.952173352242,67,13,0.276296138763
87,0.943555176258,67,12,0.156024262309
88,0.93657296896,67,13,0.358861356974
89,0.934348225594,67,13,0.276296138763
90,0.919126749039,67,12,0.182599261403
91,0.923582196236,67,16,0.0
92,0.943210721016,67,11,0.288155585527
93,0.934524536133,67,13,0.372746199369
94,0.955367386341,67,12,0.249721139669
95,0.914828896523,67,15,0.202837094665
96,0.936852276325,67,15,0.0
97,0.927882552147,67,13,0.252474337816
98,0.916568219662,67,18,0.109140247107
99,0.939315140247,67,13,0.191705495119
100,0.929224133492,67,15,0.109140247107
101,0.941748142242,67,12,0.193730860949
102,0.929987132549,67,13,0.276296138763
103,0.954833984375,67,8,0.533881306648
104,0.976973772049,67,9,0.229412093759
105,0.94704669714,67,13,0.176262110472
106,0.9498295784,67,10,0.347397506237
107,0.934310674667,67,13,0.0976763740182
108,0.924522280693,67,14,0.179015338421
109,0.96677416563,67,10,0.249721139669
110,0.953158795834,67,9,0.5493247509
111,0.938697099686,67,11,0.325862169266
112,0.92507827282,67,13,0.289381891489
113,0.949318230152,67,12,0.276296138763
114,0.904247820377,67,17,0.0
115,0.942285478115,67,13,0.180241629481
116,0.953141927719,67,11,0.202837094665
117,0.963198661804,67,8,0.475865721703
118,0.942480742931,67,10,0.267585486174
119,0.950685024261,67,13,0.299287170172
120,0.917959034443,67,11,0.290180951357
121,0.96953368187,67,12,0.202837094665
122,0.938074946404,67,14,0.0976763740182
123,0.960180521011,67,7,0.576809585094
124,0.937011420727,67,12,0.280275642872
125,0.939537465572,67,13,0.182599261403
126,0.93250221014,67,13,0.383078724146
127,0.92601197958,67,13,0.0825652554631
128,0.944085478783,67,13,0.206816628575
129,0.946777760983,67,12,0.093696847558
130,0.954343259335,67,10,0.381852418184
131,0.951024413109,67,13,0.179015338421
132,0.959374964237,67,8,0.404194712639
133,0.946553468704,67,12,0.263605952263
134,0.923577666283,67,15,0.0964500755072
135,0.919216573238,67,14,0.27027541399
136,0.959806084633,67,12,0.180241629481
137,0.941929876804,67,15,0.0
138,0.936033844948,67,15,0.109140247107
139,0.940581083298,67,14,0.191705495119
140,0.965603947639,67,11,0.276296138763
141,0.924704670906,67,16,0.109140247107
142,0.935116231441,67,13,0.194126442075
143,0.967151105404,67,11,0.156024262309
144,0.933755934238,67,15,0.202837094665
145,0.961054086685,67,9,0.267585486174
146,0.95902377367,67,10,0.383078724146
147,0.944028556347,67,13,0.176262110472
148,0.916755139828,67,13,0.093696847558
149,0.945712983608,67,12,0.323108971119
150,0.98718303442,67,7,0.481886416674
151,0.936532974243,67,13,0.276691704988
152,0.936241269112,67,14,0.180241629481
153,0.950582206249,67,10,0.252474337816
154,0.91157668829,67,16,0.0825652554631
155,0.932213187218,67,11,0.357619255781
156,0.945261001587,67,10,0.358861356974
157,0.948559045792,67,8,0.59069442749
158,0.938940703869,67,14,0.156024262309
159,0.958883523941,67,9,0.455311447382
160,0.942999303341,67,14,0.0976763740182
161,0.915540218353,67,13,0.169909104705
162,0.940893352032,67,10,0.36128231883
163,0.950602829456,67,14,0.221595451236
164,0.937278449535,67,12,0.265164524317
165,0.95174986124,67,13,0.0976763740182
166,0.959725856781,67,11,0.276296138763
167,0.979687452316,67,9,0.38543638587
168,0.94288611412,67,11,0.289381891489
169,0.933298766613,67,14,0.205590322614
170,0.955748200417,67,9,0.346171200275
171,0.93370360136,67,12,0.109140247107
172,0.954333603382,67,11,0.156024262309
173,0.940741539001,67,12,0.167155861855
174,0.935862541199,67,13,0.0825652554631
175,0.958907306194,67,12,0.276296138763
176,0.919620633125,67,14,0.139030203223
177,0.94028955698,67,11,0.252474337816
178,0.933504402637,67,15,0.120271846652
179,0.940112948418,67,11,0.182599261403
180,0.975943148136,67,12,0.176262110472
