,cov,sleep
0,1.0,0.223333333333
1,1.0,0.196666666667
2,1.0,0.206666666667
3,1.0,0.216666666667
4,1.0,0.18
5,1.0,0.206666666667
6,1.0,0.223333333333
7,1.0,0.2
8,1.0,0.213333333333
9,1.0,0.21
10,1.0,0.2
11,1.0,0.23
12,1.0,0.21
13,1.0,0.223333333333
14,1.0,0.206666666667
15,1.0,0.176666666667
16,1.0,0.206666666667
17,1.0,0.19
18,1.0,0.22
19,1.0,0.17
20,1.0,0.2
21,1.0,0.206666666667
22,1.0,0.203333333333
23,1.0,0.183333333333
24,1.0,0.203333333333
25,1.0,0.2
26,1.0,0.203333333333
27,1.0,0.22
28,1.0,0.223333333333
29,1.0,0.2
30,1.0,0.206666666667
31,1.0,0.216666666667
32,1.0,0.216666666667
33,1.0,0.196666666667
34,1.0,0.206666666667
35,1.0,0.213333333333
36,1.0,0.2
37,1.0,0.206666666667
38,1.0,0.213333333333
39,1.0,0.206666666667
40,1.0,0.2
41,1.0,0.206666666667
42,1.0,0.196666666667
43,1.0,0.19
44,1.0,0.23
45,1.0,0.206666666667
46,1.0,0.2
47,1.0,0.203333333333
48,1.0,0.226666666667
49,1.0,0.2
50,1.0,0.183333333333
51,1.0,0.203333333333
52,1.0,0.21
53,1.0,0.2
54,1.0,0.196666666667
55,1.0,0.22
56,1.0,0.233333333333
57,1.0,0.216666666667
58,1.0,0.216666666667
59,1.0,0.19
60,1.0,0.21
61,1.0,0.196666666667
62,1.0,0.213333333333
63,1.0,0.2
64,1.0,0.213333333333
65,1.0,0.21
66,1.0,0.203333333333
67,1.0,0.193333333333
68,1.0,0.203333333333
69,1.0,0.206666666667
70,1.0,0.213333333333
71,1.0,0.196666666667
72,1.0,0.19
73,1.0,0.22
74,1.0,0.233333333333
75,1.0,0.2
76,1.0,0.23
77,1.0,0.193333333333
78,1.0,0.226666666667
79,1.0,0.21
80,1.0,0.19
81,1.0,0.186666666667
82,1.0,0.206666666667
83,1.0,0.216666666667
84,1.0,0.186666666667
85,1.0,0.17
86,1.0,0.206666666667
87,1.0,0.2
88,1.0,0.206666666667
89,1.0,0.223333333333
90,1.0,0.22
91,1.0,0.236666666667
92,1.0,0.226666666667
93,1.0,0.203333333333
94,1.0,0.213333333333
95,1.0,0.22
96,1.0,0.176666666667
97,1.0,0.203333333333
98,1.0,0.193333333333
99,1.0,0.216666666667
100,1.0,0.196666666667
101,1.0,0.2
102,1.0,0.203333333333
103,1.0,0.196666666667
104,1.0,0.213333333333
105,1.0,0.193333333333
106,1.0,0.193333333333
107,1.0,0.19
108,1.0,0.213333333333
109,1.0,0.206666666667
110,1.0,0.213333333333
111,1.0,0.176666666667
112,1.0,0.21
113,1.0,0.21
114,1.0,0.203333333333
115,1.0,0.23
116,1.0,0.193333333333
117,1.0,0.223333333333
118,1.0,0.22
119,1.0,0.203333333333
120,1.0,0.206666666667
121,1.0,0.226666666667
122,1.0,0.22
123,1.0,0.216666666667
124,1.0,0.21
125,1.0,0.196666666667
126,1.0,0.216666666667
127,1.0,0.213333333333
128,1.0,0.19
129,1.0,0.203333333333
130,1.0,0.206666666667
131,1.0,0.206666666667
132,1.0,0.166666666667
133,1.0,0.203333333333
134,1.0,0.23
135,1.0,0.216666666667
136,1.0,0.203333333333
137,1.0,0.203333333333
138,1.0,0.21
139,1.0,0.193333333333
140,1.0,0.193333333333
141,1.0,0.196666666667
142,1.0,0.213333333333
