,coverage,nb_alive,nb_sleeping,overlapping
0,14294.1748047,64,12,308.010009766
1,14168.9560547,64,11,649.510009766
2,14515.5546875,64,9,968.150024414
3,14591.9755859,64,9,601.289978027
4,14086.6064453,64,10,879.299926758
5,14731.5537109,64,11,311.66998291
6,14015.0546875,64,13,482.050018311
7,14733.1337891,64,11,292.390014648
8,14968.2734375,64,10,656.109985352
9,13608.515625,64,14,615.059936523
10,13901.1445312,64,14,265.130004883
11,13351.4257812,64,17,369.210021973
12,13048.8964844,64,17,609.569946289
13,14062.6162109,64,14,179.550003052
14,13553.8447266,64,16,344.440002441
15,12609.6376953,64,20,344.440002441
16,14182.1445312,64,14,656.109985352
17,13068.5087891,64,18,179.550003052
18,12727.2363281,64,19,321.779998779
19,12459.6679688,64,19,501.33001709
20,12307.9697266,64,20,311.66998291
21,11807.9482422,64,24,0.0
22,13237.1962891,64,17,189.660003662
23,12918.9072266,64,17,502.220001221
24,13076.8974609,64,16,863.940002441
25,12473.9384766,64,16,634.33996582
26,13628.0351562,64,14,928.41003418
27,11679.7304688,64,20,680.359985352
28,12083.5078125,64,18,810.229980469
29,11474.9501953,64,21,376.140014648
30,12223.3984375,64,17,873.809936523
31,12559.8984375,64,18,311.66998291
32,13502.8554688,64,12,1006.81994629
33,11930.7275391,64,19,519.260009766
34,12490.1455078,64,18,265.130004883
35,13033.7666016,64,14,878.91003418
36,12714.6474609,64,16,677.219970703
37,12373.8203125,64,17,832.0
38,13159.9472656,64,14,790.059936523
39,12455.5986328,64,17,513.359985352
40,12132.5996094,64,18,652.449951172
41,12253.6601562,64,17,645.479980469
42,13154.4775391,64,16,311.149993896
43,12113.4394531,64,18,462.789978027
44,11842.0507812,64,19,308.010009766
45,12423.4589844,64,16,779.429992676
46,12927.3173828,64,16,286.899993896
47,13159.0283203,64,15,462.789978027
48,12826.9863281,64,16,600.399963379
49,12632.1582031,64,17,483.489990234
50,12501.8486328,64,17,641.819946289
51,14174.2851562,64,11,828.539978027
52,13290.4472656,64,15,536.150024414
53,12789.3056641,64,17,604.429992676
54,13386.6464844,64,16,500.809997559
55,12765.3671875,64,18,448.760009766
56,13257.9667969,64,15,627.739990234
57,12724.3671875,64,18,402.739990234
58,12575.3574219,64,18,448.760009766
59,11269.6396484,64,23,265.130004883
60,13093.0078125,64,17,189.660003662
61,12515.8076172,64,20,132.119995117
62,12562.9589844,64,18,321.779998779
63,13556.4365234,64,14,496.190002441
64,12149.3798828,64,19,448.760009766
65,12166.2099609,64,19,269.729980469
66,13789.5761719,64,12,685.849975586
67,12745.6376953,64,18,137.61000061
68,12594.8867188,64,19,137.61000061
69,12437.7089844,64,19,369.210021973
70,12901.3291016,64,15,639.829956055
71,12770.0097656,64,17,523.989990234
72,13092.9775391,64,17,179.550003052
73,12466.4394531,64,17,601.289978027
74,12310.609375,64,19,355.440002441
75,12919.6582031,64,16,287.789978027
76,12922.6689453,64,14,977.429992676
77,12050.3095703,64,18,642.209960938
78,12855.3085938,64,15,659.380004883
79,12262.0185547,64,18,308.899993896
80,13014.3583984,64,16,313.5
81,13280.1865234,64,16,330.66998291
82,12488.9179688,64,16,645.349975586
83,13156.9765625,64,16,286.899993896
84,13622.1240234,64,14,494.729980469
85,12914.9277344,64,16,334.200012207
86,13744.5566406,64,12,863.940002441
87,12943.7675781,64,17,552.270019531
88,13913.2460938,64,13,731.820007324
89,13659.6855469,64,15,414.660003662
90,12766.9580078,64,17,771.949951172
91,13886.6552734,64,13,634.33996582
92,12314.3388672,64,20,311.149993896
93,13267.2851562,64,17,321.779998779
94,13085.7763672,64,17,132.119995117
95,12238.8183594,64,20,368.690002441
96,12342.6767578,64,21,179.029998779
97,12576.0878906,64,18,835.140014648
98,12497.0390625,64,19,476.559997559
99,12412.2705078,64,19,548.239990234
100,12988.9873047,64,17,502.220001221
101,12798.9882812,64,16,810.229980469
102,12917.8691406,64,15,856.25
103,12311.1201172,64,19,490.700012207
104,12712.8388672,64,17,666.58996582
105,13072.1875,64,15,666.58996582
106,12161.6083984,64,19,506.300018311
107,12646.1582031,64,19,311.149993896
108,11819.2705078,64,19,687.289978027
109,12644.8496094,64,16,645.869995117
110,12111.7792969,64,19,483.489990234
111,12017.6699219,64,19,449.279998779
112,11743.1904297,64,20,628.309997559
113,11924.1816406,64,18,628.309997559
114,11575.3222656,64,19,829.059997559
115,13240.828125,64,14,603.539978027
116,13066.3779297,64,15,494.729980469
117,13118.8291016,64,14,690.929992676
118,13704.1269531,64,14,649.510009766
119,12982.3183594,64,15,495.619995117
120,12544.1191406,64,17,419.909973145
121,12184.8505859,64,18,533.010009766
122,13134.578125,64,16,154.779998779
123,13567.6669922,64,14,557.519958496
124,14057.7646484,64,12,737.069946289
125,13748.15625,64,13,737.069946289
126,14107.6953125,64,13,445.619995117
127,13535.0458984,64,14,503.160003662
128,13324.8652344,64,15,582.289978027
129,13157.8564453,64,16,487.559997559
130,13203.2949219,64,15,592.400024414
131,12958.6660156,64,16,680.359985352
132,13241.7470703,64,16,493.049987793
133,12881.8876953,64,18,625.16998291
134,12492.7792969,64,18,506.300018311
135,12565.1669922,64,17,1011.41992188
136,13700.1259766,64,15,645.869995117
137,12741.2363281,64,17,856.25
138,12729.9990234,64,17,490.700012207
139,13080.4853516,64,18,328.709991455
140,12362.1376953,64,20,404.549987793
141,12547.7578125,64,17,743.369995117
142,12700.2070312,64,19,369.210021973
143,13292.4072266,64,15,645.479980469
144,13576.3945312,64,15,465.929992676
145,12145.4785156,64,20,655.58996582
146,12754.2587891,64,16,738.359985352
147,13188.5458984,64,17,482.050018311
148,13270.0449219,64,14,680.359985352
149,12533.5576172,64,18,466.450012207
150,12311.2890625,64,16,968.150024414
151,13862.5546875,64,13,357.119995117
152,13309.7578125,64,15,179.550003052
153,12916.9394531,64,15,599.459960938
154,12510.7783203,64,18,476.559997559
155,12161.0800781,64,19,344.440002441
156,12637.578125,64,16,527.260009766
157,13032.7578125,64,15,699.880004883
158,12477.7382812,64,17,599.459960938
159,11792.5078125,64,22,154.779998779
160,12341.0576172,64,19,444.679992676
161,11936.4697266,64,19,599.459960938
162,12221.3095703,64,19,355.440002441
163,13208.7373047,64,15,643.229980469
164,13402.4267578,64,13,934.950012207
165,13608.3251953,64,15,311.149993896
166,13054.8251953,64,17,196.589996338
167,12617.9082031,64,18,308.010009766
168,12425.2773438,64,19,196.589996338
169,12847.3759766,64,15,821.239990234
170,11746.7070312,64,20,372.479980469
171,13574.2050781,64,14,400.890014648
172,11255.3808594,64,23,137.61000061
173,12804.4980469,64,14,735.08996582
174,12224.5,64,17,597.479980469
175,12134.5888672,64,18,787.140014648
176,13031.0878906,64,17,365.549987793
177,12305.7285156,64,18,313.5
178,12141.28125,64,17,675.16998291
179,12393.8203125,64,16,861.170043945
180,12815.0488281,64,15,724.130004883
181,12869.0683594,64,16,492.529968262
182,12309.7998047,64,19,189.660003662
183,11289.3427734,64,23,0.0
184,12593.3203125,64,16,647.829956055
185,13822.5449219,64,12,544.579956055
186,12539.5078125,64,18,545.099975586
187,12096.1298828,64,18,661.079956055
188,12766.3886719,64,15,642.33996582
189,12401.5986328,64,17,500.809997559
190,13316.2167969,64,14,703.020019531
191,12925.7958984,64,16,650.969970703
192,12301.9277344,64,19,311.66998291
193,13028.5273438,64,15,604.059997559
194,12701.8671875,64,15,783.979980469
195,12572.6777344,64,18,604.059997559
196,13458.2773438,64,15,530.91998291
197,13324.6660156,64,15,663.039978027
198,12537.2373047,64,18,530.91998291
199,13408.6962891,64,17,292.390014648
200,11982.0585938,64,22,154.779998779
201,13294.0263672,64,17,269.729980469
202,12689.6875,64,17,675.16998291
203,12617.4775391,64,19,404.549987793
204,12281.3193359,64,18,641.269958496
205,11897.5986328,64,20,265.130004883
206,13119.1376953,64,17,133.009994507
207,13064.2275391,64,15,634.33996582
208,12846.6777344,64,16,547.66998291
209,13380.7578125,64,13,859.33996582
210,12740.9277344,64,18,467.33996582
211,13574.9765625,64,14,501.33001709
212,12614.5087891,64,17,657.0
213,13117.828125,64,15,311.66998291
214,12608.8486328,64,18,369.210021973
215,12320.78125,64,18,444.679992676
216,13525.0761719,64,14,449.279998779
217,12419.7382812,64,18,311.66998291
218,13323.4072266,64,13,993.859985352
219,12769.3964844,64,17,548.239990234
220,11985.7109375,64,21,317.160003662
221,13163.1572266,64,15,490.700012207
222,12126.6591797,64,17,835.530029297
223,12700.1083984,64,18,327.270019531
224,12902.5888672,64,17,449.279998779
225,12330.9912109,64,16,972.75
226,12644.7978516,64,16,847.559997559
227,12466.8496094,64,17,835.140014648
228,13056.15625,64,17,604.059997559
229,12745.8876953,64,16,513.229980469
230,12258.3886719,64,20,132.119995117
231,12455.0898438,64,17,707.050048828
232,13023.1679688,64,16,886.599975586
233,12732.2880859,64,18,482.050018311
234,13147.1074219,64,16,839.170043945
235,14097.875,64,12,1015.05993652
236,13166.3867188,64,16,825.399963379
237,13345.9560547,64,15,782.519958496
238,13335.9355469,64,16,649.510009766
239,13285.0458984,64,15,825.399963379
240,12324.5078125,64,19,445.619995117
241,13222.8759766,64,17,445.619995117
242,13090.2070312,64,15,441.019989014
243,12410.8085938,64,19,265.130004883
244,12782.1962891,64,17,441.019989014
245,13791.0947266,64,14,308.010009766
246,12287.0273438,64,19,265.130004883
247,12845.3662109,64,18,308.010009766
248,12666.46875,64,17,445.619995117
249,13131.4072266,64,13,947.319946289
250,12091.4697266,64,20,424.510009766
251,13650.5761719,64,13,466.320007324
252,12075.3886719,64,20,270.619995117
253,12353.1689453,64,18,448.760009766
254,11840.9306641,64,21,132.119995117
255,12071.9013672,64,18,645.349975586
256,11508.0527344,64,21,466.320007324
257,11526.953125,64,20,687.289978027
258,12536.5205078,64,16,824.899963379
259,12244.9589844,64,19,269.729980469
260,13994.4765625,64,12,684.390014648
261,12595.6992188,64,18,448.760009766
262,12986.328125,64,16,628.309997559
263,13437.4863281,64,15,269.729980469
264,12793.6582031,64,16,783.08996582
265,13353.1572266,64,14,548.239990234
266,13114.1464844,64,16,448.760009766
267,13138.1376953,64,15,628.309997559
268,13343.4257812,64,16,311.149993896
269,11641.6503906,64,21,645.479980469
270,13823.7050781,64,14,466.450012207
271,13365.734375,64,17,311.66998291
272,12452.828125,64,19,286.899993896
273,13539.8857422,64,15,490.700012207
274,12073.6386719,64,21,132.119995117
275,13099.0664062,64,17,645.479980469
276,12179.7890625,64,20,286.899993896
277,12515.8876953,64,17,598.940002441
278,13316.2265625,64,15,620.049987793
279,12270.0986328,64,20,311.149993896
280,12215.609375,64,20,311.149993896
281,13148.7783203,64,16,402.739990234
282,12892.1865234,64,18,265.130004883
283,13536.875,64,16,327.270019531
284,12802.4472656,64,18,592.400024414
285,12829.7783203,64,18,269.729980469
286,12607.3085938,64,18,450.16998291
287,13546.6865234,64,16,638.940002441
288,11687.2607422,64,22,225.0
289,12934.0380859,64,17,317.160003662
290,12613.5693359,64,19,137.61000061
291,13901.2666016,64,12,712.559997559
292,14071.6855469,64,14,132.119995117
293,12801.0478516,64,18,449.279998779
294,13785.2060547,64,12,666.58996582
295,12504.1982422,64,19,493.049987793
296,13157.7480469,64,15,625.16998291
297,12623.9970703,64,20,189.660003662
298,12843.5068359,64,17,645.479980469
299,12557.6386719,64,17,804.199951172
300,12634.7695312,64,15,1028.58996582
301,12063.9707031,64,19,677.219970703
302,11936.4199219,64,19,737.069946289
303,12586.8291016,64,15,758.179992676
304,11762.890625,64,17,1345.22998047
305,13698.4863281,64,14,656.109985352
306,13389.5966797,64,14,651.380004883
307,12124.9082031,64,20,503.160003662
308,11445.6806641,64,21,504.599975586
309,12514.6982422,64,18,446.510009766
310,12969.5361328,64,16,643.099975586
311,12703.828125,64,19,196.589996338
312,13337.296875,64,15,446.510009766
313,13051.3466797,64,18,313.5
314,12362.2783203,64,19,133.009994507
315,12951.46875,64,16,491.58996582
316,13622.2753906,64,15,362.609985352
317,14287.0048828,64,11,771.949951172
318,13352.6464844,64,15,133.009994507
319,12916.4794922,64,15,674.280029297
320,12350.1884766,64,19,322.66998291
321,12321.8691406,64,19,225.0
322,12043.1308594,64,20,379.779998779
323,13443.1171875,64,14,546.780029297
324,12871.4990234,64,18,225.0
325,13046.3466797,64,16,546.780029297
326,12713.71875,64,17,308.010009766
327,13595.0371094,64,14,501.33001709
328,12673.9892578,64,18,311.66998291
329,13390.8769531,64,14,684.149963379
330,12836.5283203,64,18,132.119995117
331,13288.6171875,64,14,817.969970703
332,12176.6992188,64,20,501.33001709
333,12533.8671875,64,19,369.210021973
334,12465.0771484,64,17,544.579956055
335,12892.8769531,64,17,386.25
336,12510.0185547,64,16,1014.55993652
337,12905.9169922,64,15,990.309936523
338,12290.8583984,64,17,1011.41992188
339,12958.0966797,64,16,724.130004883
340,12468.9169922,64,19,497.66998291
341,13554.3662109,64,12,1281.64990234
342,12529.2880859,64,18,840.630004883
343,12526.7597656,64,16,1148.64001465
344,13995.4550781,64,13,1016.52001953
345,12971.8984375,64,17,814.829956055
346,13255.8769531,64,16,817.969970703
347,13524.7470703,64,15,450.16998291
348,13077.5478516,64,16,684.390014648
349,13105.4765625,64,16,450.16998291
350,13140.3564453,64,17,638.940002441
351,13252.4970703,64,14,807.289978027
352,12232.2382812,64,18,495.619995117
353,13391.9345703,64,17,449.279998779
354,12347.8789062,64,17,444.679992676
355,12557.5585938,64,19,311.66998291
356,11826.2490234,64,22,269.729980469
357,13046.1660156,64,18,0.0
358,13043.5888672,64,16,269.729980469
359,12282.9199219,64,17,754.109985352
360,12362.2480469,64,19,132.119995117
361,12073.5585938,64,20,137.61000061
362,13640.6650391,64,13,334.200012207
363,12625.0957031,64,17,328.709991455
364,13029.3662109,64,17,137.61000061
365,13031.90625,64,15,354.91998291
366,12126.5693359,64,18,513.75
367,12190.2177734,64,19,137.61000061
368,12183.3388672,64,20,0.0
369,12152.1181641,64,18,196.589996338
370,10918.7705078,64,23,196.589996338
371,12066.7275391,64,19,179.029998779
372,12514.4462891,64,18,175.88999939
373,12490.9472656,64,18,175.88999939
374,11305.6503906,64,21,327.270019531
375,11721.9707031,64,21,482.050018311
376,12757.9667969,64,17,368.690002441
377,13558.9072266,64,15,369.210021973
378,13424.7568359,64,14,907.709960938
379,13605.4443359,64,17,0.0
380,13191.8466797,64,17,506.820007324
381,12958.1279297,64,16,552.270019531
382,12979.0166016,64,18,506.820007324
383,12559.2177734,64,19,536.150024414
384,13867.9541016,64,16,327.270019531
385,12845.2470703,64,17,852.180053711
386,13094.1572266,64,16,656.479980469
387,13175.7578125,64,16,680.359985352
388,13002.7167969,64,16,322.66998291
389,12986.1484375,64,17,680.359985352
390,12293.8300781,64,19,502.220001221
391,12780.1982422,64,18,189.660003662
392,12857.8583984,64,15,876.949951172
393,12315.2304688,64,16,842.960021973
394,11854.7910156,64,19,820.299987793
395,12844.8486328,64,13,968.020019531
396,11516.140625,64,20,698.809936523
397,12496.4902344,64,16,813.369995117
398,11566.03125,64,20,726.33001709
399,11862.1005859,64,19,856.25
400,13554.6357422,64,14,537.559997559
401,13415.9462891,64,14,770.099975586
402,12691.1669922,64,16,547.66998291
403,13454.2177734,64,12,947.83996582
404,13496.8369141,64,15,334.33001709
405,12387.7802734,64,16,758.179992676
406,12499.4277344,64,17,599.459960938
407,12549.9589844,64,16,625.16998291
408,12638.5380859,64,17,308.010009766
409,12453.6083984,64,17,600.399963379
410,13617.6748047,64,14,445.619995117
411,12620.3486328,64,16,462.789978027
412,12119.3486328,64,19,308.010009766
413,11425.7011719,64,21,313.5
414,13358.5673828,64,15,459.390014648
415,12673.3769531,64,17,441.019989014
416,13922.1240234,64,15,327.270019531
417,13857.8769531,64,14,448.760009766
418,12423.3583984,64,19,448.760009766
419,13070.7568359,64,17,638.420043945
420,13383.0869141,64,14,806.769958496
421,12350.1191406,64,21,321.779998779
422,13746.625,64,15,137.61000061
423,12638.5175781,64,18,358.010009766
424,13192.9072266,64,15,738.229980469
425,12401.1894531,64,18,513.359985352
426,12993.9980469,64,17,404.549987793
427,12613.578125,64,17,495.619995117
428,12804.1083984,64,17,316.640014648
429,12068.6103516,64,19,538.5
430,11618.921875,64,20,450.16998291
431,12744.9990234,64,17,450.16998291
432,12357.4785156,64,19,270.619995117
433,11885.3808594,64,19,628.309997559
434,12201.0712891,64,17,534.469970703
435,12612.5488281,64,17,676.699951172
436,12362.3994141,64,17,638.420043945
437,13259.4882812,64,14,496.190002441
438,12397.8203125,64,17,793.719970703
439,12333.8095703,64,19,459.390014648
440,12467.1787109,64,18,471.940002441
441,13553.4462891,64,13,650.969970703
442,12779.4482422,64,16,645.479980469
443,12545.0869141,64,17,614.170043945
444,13422.046875,64,15,449.279998779
445,13034.4570312,64,16,465.929992676
446,12753.8271484,64,17,638.940002441
447,12986.7158203,64,17,459.390014648
448,13058.4248047,64,17,638.420043945
449,13706.2841797,64,15,269.729980469
450,12789.9863281,64,18,334.200012207
451,12422.2265625,64,19,500.809997559
452,12145.5380859,64,20,133.009994507
453,13092.7763672,64,18,269.729980469
454,12063.4482422,64,20,460.279998779
455,12649.6894531,64,19,357.119995117
456,13733.3261719,64,14,316.640014648
457,12025.6289062,64,21,316.640014648
458,13484.6162109,64,15,362.609985352
459,12888.2861328,64,18,0.0
460,12591.8076172,64,16,449.649963379
461,11708.7695312,64,20,466.820007324
462,12986.2382812,64,17,419.909973145
463,12485.4677734,64,19,312.039978027
464,12834.2089844,64,16,581.769958496
465,12212.0800781,64,18,487.929992676
466,11503.1787109,64,22,308.899993896
467,12237.3085938,64,18,467.209960938
468,13427.7041016,64,16,137.61000061
469,12677.1777344,64,16,488.450012207
470,12179.1787109,64,20,175.88999939
471,12583.0986328,64,15,839.300048828
472,12426.7578125,64,16,519.260009766
473,11991.7392578,64,19,365.549987793
474,11325.3603516,64,22,175.88999939
475,12729.0488281,64,14,790.949951172
476,13554.4267578,64,14,482.050018311
477,12500.0488281,64,16,682.709960938
478,12291.8583984,64,19,179.029998779
479,12743.46875,64,16,513.359985352
480,12383.0,64,18,506.820007324
481,12069.0996094,64,19,506.820007324
482,12378.6201172,64,18,482.050018311
483,12421.8603516,64,17,810.760009766
