,cov,sleep
0,0.979357421398,0.28
1,0.991416871548,0.23
2,0.981722712517,0.253333333333
3,0.984535992146,0.24
4,0.985181093216,0.253333333333
5,0.981937766075,0.23
6,0.985879898071,0.25
7,0.984374701977,0.26
8,0.981955647469,0.243333333333
9,0.98629206419,0.246666666667
10,0.980163753033,0.26
11,0.979697883129,0.253333333333
12,0.981525599957,0.276666666667
13,0.984320938587,0.233333333333
14,0.985557377338,0.26
15,0.985019803047,0.26
16,0.984356820583,0.246666666667
17,0.982851624489,0.24
18,0.983299612999,0.25
19,0.988388538361,0.26
20,0.989033639431,0.223333333333
21,0.981722712517,0.243333333333
22,0.980378806591,0.253333333333
23,0.984159708023,0.24
24,0.983890891075,0.236666666667
25,0.986739993095,0.233333333333
26,0.993172883987,0.223333333333
27,0.98054009676,0.253333333333
28,0.976562082767,0.276666666667
29,0.98364007473,0.23
30,0.985037744045,0.29
31,0.985897839069,0.26
32,0.984858512878,0.23
33,0.985808253288,0.24
34,0.974107205868,0.3
35,0.983263731003,0.236666666667
36,0.979733705521,0.316666666667
37,0.983622133732,0.223333333333
38,0.987510502338,0.26
39,0.984320938587,0.236666666667
40,0.989159047604,0.233333333333
41,0.981328487396,0.236666666667
42,0.978138923645,0.256666666667
43,0.971992731094,0.266666666667
44,0.981453955173,0.266666666667
45,0.983066618443,0.216666666667
46,0.98243945837,0.25
47,0.983066618443,0.29
48,0.982098996639,0.243333333333
49,0.984016358852,0.26
50,0.983604192734,0.253333333333
51,0.983622133732,0.23
52,0.988030195236,0.266666666667
53,0.98054009676,0.243333333333
54,0.984123826027,0.236666666667
55,0.985862016678,0.256666666667
56,0.98824518919,0.233333333333
57,0.982206523418,0.233333333333
58,0.990503013134,0.236666666667
59,0.98553943634,0.243333333333
60,0.984446406364,0.296666666667
61,0.981418073177,0.25
62,0.978479385376,0.263333333333
63,0.986005365849,0.296666666667
64,0.981418073177,0.256666666667
65,0.973802566528,0.26
66,0.985521554947,0.236666666667
67,0.984267234802,0.27
68,0.978748202324,0.216666666667
69,0.985682785511,0.25
70,0.982385694981,0.226666666667
71,0.983066618443,0.2
72,0.984052181244,0.256666666667
73,0.986471235752,0.25
74,0.981651067734,0.243333333333
75,0.991775214672,0.21
76,0.988514006138,0.246666666667
77,0.977816402912,0.256666666667
78,0.989804148674,0.25
79,0.981292665005,0.216666666667
80,0.989786207676,0.23
81,0.987510502338,0.223333333333
82,0.979160308838,0.233333333333
83,0.990556716919,0.206666666667
84,0.983245849609,0.233333333333
85,0.986309945583,0.18
86,0.986327886581,0.246666666667
87,0.980844676495,0.286666666667
88,0.979088664055,0.29
89,0.984625577927,0.24
90,0.976203680038,0.216666666667
91,0.98799431324,0.246666666667
92,0.983962595463,0.216666666667
93,0.987976431847,0.24
94,0.980127930641,0.233333333333
95,0.978461503983,0.25
96,0.978837788105,0.256666666667
97,0.982779920101,0.263333333333
98,0.989159047604,0.246666666667
99,0.985001862049,0.256666666667
100,0.983855068684,0.28
101,0.990556716919,0.223333333333
102,0.978604853153,0.253333333333
103,0.982511162758,0.27
104,0.988119781017,0.22
105,0.987850964069,0.243333333333
106,0.98579031229,0.24
107,0.981561481953,0.26
108,0.979877054691,0.256666666667
109,0.981830239296,0.233333333333
110,0.988675236702,0.23
111,0.988729000092,0.21
112,0.986560821533,0.24
113,0.985736548901,0.25
114,0.978156864643,0.29
115,0.987474679947,0.266666666667
116,0.988370656967,0.26
117,0.980719268322,0.266666666667
118,0.986632525921,0.243333333333
119,0.983353316784,0.26
120,0.986704170704,0.253333333333
121,0.979697883129,0.253333333333
122,0.985629022121,0.253333333333
123,0.982977032661,0.26
124,0.978909432888,0.253333333333
125,0.983174145222,0.256666666667
126,0.988818585873,0.21
127,0.982063174248,0.266666666667
128,0.975056886673,0.25
129,0.981615185738,0.273333333333
130,0.986345827579,0.23
131,0.989445745945,0.21
132,0.982349872589,0.27
133,0.985575258732,0.226666666667
134,0.978103101254,0.233333333333
135,0.98514521122,0.273333333333
136,0.992563664913,0.243333333333
137,0.983048737049,0.23
138,0.977045893669,0.276666666667
139,0.986955046654,0.233333333333
140,0.983675897121,0.26
141,0.98598742485,0.236666666667
142,0.981203079224,0.24
143,0.98604118824,0.246666666667
144,0.981704831123,0.25
145,0.980271279812,0.243333333333
146,0.981919825077,0.22
147,0.980898439884,0.233333333333
148,0.979769587517,0.256666666667
149,0.975899100304,0.246666666667
150,0.973247110844,0.273333333333
151,0.98344296217,0.253333333333
152,0.987223803997,0.243333333333
153,0.989266574383,0.203333333333
154,0.982045292854,0.246666666667
155,0.983102500439,0.23
156,0.981651067734,0.23
157,0.986596643925,0.256666666667
158,0.980611741543,0.226666666667
159,0.986327886581,0.253333333333
160,0.98249322176,0.28
161,0.985862016678,0.233333333333
