,30per_depletion,coverage (mean),coverage (stdev),final_fitness (mean),final_fitness (stdev),first_depletion,initial_fitness (mean),initial_fitness (stdev),nb_sleeping (mean),nb_sleeping (stdev),overlapping (mean),overlapping (stdev),scenario_name,term1_final (mean),term1_final (stdev),term1_initial (mean),term1_initial (stdev),term2_final (mean),term2_final (stdev),term2_initial (mean),term2_initial (stdev)
0,3432,,,,,1938,,,,,,,LEACH,,,,,,,,
1,4051,,,,,1191,,,,,,,MTE,,,,,,,,
2,5109,,,,,4169,,,,,,,FCM,,,,,,,,
3,4072,,,,,1035,,,,,,,DC,,,,,,,,
