,coverage,nb_alive,nb_sleeping,overlapping
0,0.955639779568,51,16,0.131367877126
1,0.924470841885,51,12,0.376313060522
2,0.927704453468,51,12,0.37737056613
3,0.931489169598,51,15,0.206176102161
4,0.968323945999,51,11,0.38243997097
5,0.956854522228,51,12,0.354341566563
6,0.90593624115,51,14,0.30821582675
7,0.932693839073,51,13,0.384355247021
8,0.912200808525,51,15,0.273215770721
9,0.92462259531,51,12,0.43522760272
10,0.910381436348,51,13,0.388102710247
11,0.927897274494,51,14,0.329092949629
12,0.9565102458,51,12,0.376057863235
13,0.937403559685,51,15,0.260672926903
14,0.916477501392,51,14,0.333648949862
15,0.856138765812,51,18,0.21196180582
16,0.937083184719,51,15,0.215106740594
17,0.93378674984,51,16,0.148488238454
18,0.884958267212,51,17,0.208721578121
19,0.905008912086,51,19,0.0669289976358
20,0.861752688885,51,16,0.29555311799
21,0.853972971439,51,18,0.194457158446
22,0.895567417145,51,15,0.296263277531
23,0.893251955509,51,14,0.320666491985
24,0.798933506012,51,20,0.180918261409
25,0.850868940353,51,19,0.182200208306
26,0.868849635124,51,19,0.1790060848
27,0.776566445827,51,18,0.359165042639
28,0.754764974117,51,20,0.207894608378
29,0.817442417145,51,18,0.271352797747
30,0.803449809551,51,20,0.165402635932
31,0.846583366394,51,17,0.226210862398
32,0.77164208889,51,18,0.252046644688
33,0.860578894615,51,16,0.279250472784
34,0.897543668747,51,14,0.305897891521
35,0.880155682564,51,14,0.295095056295
36,0.876114547253,51,13,0.387733787298
37,0.876440942287,51,14,0.371508032084
38,0.831063628197,51,19,0.176552861929
39,0.878447115421,51,14,0.362678825855
40,0.855786442757,51,14,0.440951734781
41,0.865546345711,51,17,0.247705847025
42,0.898776173592,51,13,0.411602079868
43,0.906482219696,51,14,0.331075847149
44,0.869461655617,51,17,0.213065460324
45,0.864931643009,51,16,0.349554985762
46,0.940541505814,51,14,0.287504792213
47,0.894720256329,51,15,0.303429275751
48,0.886202812195,51,16,0.253642171621
49,0.905043900013,51,16,0.234824836254
50,0.916826844215,51,14,0.34794408083
51,0.872915804386,51,16,0.27324038744
52,0.934200763702,51,15,0.240739643574
53,0.9186642766,51,14,0.302291810513
54,0.892533421516,51,17,0.196313977242
55,0.892874836922,51,15,0.304914146662
56,0.836008131504,51,16,0.355214625597
57,0.838399469852,51,15,0.445160448551
58,0.898587524891,51,13,0.421645611525
59,0.885591030121,51,16,0.264392763376
60,0.848305940628,51,16,0.335730195045
61,0.851200401783,51,16,0.366205006838
62,0.859027981758,51,16,0.338908910751
63,0.903171718121,51,13,0.426419854164
64,0.846276938915,51,16,0.382132560015
65,0.894041419029,51,15,0.328770130873
66,0.860275506973,51,16,0.331497013569
67,0.84237664938,51,14,0.443700104952
68,0.818988382816,51,16,0.402145773172
69,0.922771275043,51,10,0.512239992619
70,0.787031948566,51,17,0.354012608528
71,0.855085849762,51,14,0.40138027072
72,0.866927623749,51,16,0.28196194768
